year,industry,occupation,job_vacancy_rate
2016,food and beverage services,"non-professionals, managers and executives",3.9
2016,information and communications,"professionals, managers, executives and technicians",4.1
2016,information and communications,"clerical, sales and services workers",2.6
2016,information and communications,"production and transport operators, cleaners and labourers",-
2016,information and communications,"professionals, managers and executives",4.8
2016,information and communications,"non-professionals, managers and executives",2.8
2016,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",3.2
2016,"telecommunications, broadcasting and publishing","clerical, sales and services workers",2.5
2016,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2016,"telecommunications, broadcasting and publishing","professionals, managers and executives",3.6
2016,"telecommunications, broadcasting and publishing","non-professionals, managers and executives",2.6
2016,it and other information services,"professionals, managers, executives and technicians",4.6
2016,it and other information services,"clerical, sales and services workers",2.6
2016,it and other information services,"production and transport operators, cleaners and labourers",-
2016,it and other information services,"professionals, managers and executives",5.4
2016,it and other information services,"non-professionals, managers and executives",3
2016,financial and insurance services,"professionals, managers, executives and technicians",2.4
2016,financial and insurance services,"clerical, sales and services workers",2.1
2016,financial and insurance services,"production and transport operators, cleaners and labourers",-
2016,financial and insurance services,"professionals, managers and executives",2.4
2016,financial and insurance services,"non-professionals, managers and executives",2.3
2016,financial services,"professionals, managers, executives and technicians",2.4
2016,financial services,"clerical, sales and services workers",2
2016,financial services,"production and transport operators, cleaners and labourers",-
2016,financial services,"professionals, managers and executives",2.4
2016,financial services,"non-professionals, managers and executives",2.3
2016,insurance services,"professionals, managers, executives and technicians",2.6
2016,insurance services,"clerical, sales and services workers",2.4
2016,insurance services,"production and transport operators, cleaners and labourers",-
2016,insurance services,"professionals, managers and executives",2.8
2016,insurance services,"non-professionals, managers and executives",2.4
2016,real estate services,"professionals, managers, executives and technicians",2.3
2016,real estate services,"clerical, sales and services workers",3.6
2016,real estate services,"production and transport operators, cleaners and labourers",3.1
2016,real estate services,"professionals, managers and executives",2.3
2016,real estate services,"non-professionals, managers and executives",3
2016,professional services,"professionals, managers, executives and technicians",2.7
2016,professional services,"clerical, sales and services workers",2.6
2016,professional services,"production and transport operators, cleaners and labourers",1.4
2016,professional services,"professionals, managers and executives",2.7
2016,professional services,"non-professionals, managers and executives",2.3
2016,"legal, accounting and management services","professionals, managers, executives and technicians",3
2016,"legal, accounting and management services","clerical, sales and services workers",3.1
2016,"legal, accounting and management services","production and transport operators, cleaners and labourers",1.9
2016,"legal, accounting and management services","professionals, managers and executives",3.3
2016,"legal, accounting and management services","non-professionals, managers and executives",2.7
2016,architectural and engineering services,"professionals, managers, executives and technicians",1.8
2016,architectural and engineering services,"clerical, sales and services workers",-
2016,architectural and engineering services,"production and transport operators, cleaners and labourers",1.2
2016,architectural and engineering services,"professionals, managers and executives",1.5
2016,architectural and engineering services,"non-professionals, managers and executives",1.6
2016,other professional services,"professionals, managers, executives and technicians",3.2
2016,other professional services,"clerical, sales and services workers",-
2016,other professional services,"production and transport operators, cleaners and labourers",-
2016,other professional services,"professionals, managers and executives",2.8
2016,other professional services,"non-professionals, managers and executives",3.4
2016,administrative and support services,"professionals, managers, executives and technicians",3.3
2016,administrative and support services,"clerical, sales and services workers",4.4
2016,administrative and support services,"production and transport operators, cleaners and labourers",2.6
2016,administrative and support services,"professionals, managers and executives",3.2
2016,administrative and support services,"non-professionals, managers and executives",3.4
2016,security and investigation,"professionals, managers, executives and technicians",4.7
2016,security and investigation,"clerical, sales and services workers",5
2016,security and investigation,"production and transport operators, cleaners and labourers",-
2016,security and investigation,"professionals, managers and executives",4.7
2016,security and investigation,"non-professionals, managers and executives",4.9
2016,cleaning and landscaping,"professionals, managers, executives and technicians",-
2016,cleaning and landscaping,"clerical, sales and services workers",-
2016,cleaning and landscaping,"production and transport operators, cleaners and labourers",2.7
2016,cleaning and landscaping,"professionals, managers and executives",-
2016,cleaning and landscaping,"non-professionals, managers and executives",2.6
2016,other administrative and support services,"professionals, managers, executives and technicians",3.5
2016,other administrative and support services,"clerical, sales and services workers",2.4
2016,other administrative and support services,"production and transport operators, cleaners and labourers",2.3
2016,other administrative and support services,"professionals, managers and executives",3.4
2016,other administrative and support services,"non-professionals, managers and executives",2.7
2016,"community, social and personal services","professionals, managers, executives and technicians",3.2
2016,"community, social and personal services","clerical, sales and services workers",2.8
2016,"community, social and personal services","production and transport operators, cleaners and labourers",3.1
2016,"community, social and personal services","professionals, managers and executives",3.3
2016,"community, social and personal services","non-professionals, managers and executives",2.9
2016,public administration and education,"professionals, managers, executives and technicians",3.2
2016,public administration and education,"clerical, sales and services workers",1.7
2016,public administration and education,"production and transport operators, cleaners and labourers",1.5
2016,public administration and education,"professionals, managers and executives",3.4
2016,public administration and education,"non-professionals, managers and executives",2.4
2016,health and social services,"professionals, managers, executives and technicians",3.2
2016,health and social services,"clerical, sales and services workers",3
2016,health and social services,"production and transport operators, cleaners and labourers",3.8
2016,health and social services,"professionals, managers and executives",3.3
2016,health and social services,"non-professionals, managers and executives",3.1
2016,"arts, entertainment and recreation","professionals, managers, executives and technicians",3.8
2016,"arts, entertainment and recreation","clerical, sales and services workers",3.2
2016,"arts, entertainment and recreation","production and transport operators, cleaners and labourers",3.7
2016,"arts, entertainment and recreation","professionals, managers and executives",3.2
2016,"arts, entertainment and recreation","non-professionals, managers and executives",3.6
2016,"other community, social and personal services","professionals, managers, executives and technicians",2.2
2016,"other community, social and personal services","clerical, sales and services workers",3.1
2016,"other community, social and personal services","production and transport operators, cleaners and labourers",3.3
2016,"other community, social and personal services","professionals, managers and executives",2
2016,"other community, social and personal services","non-professionals, managers and executives",2.9
2016,others,"professionals, managers, executives and technicians",1.5
2016,others,"clerical, sales and services workers",-
2016,others,"production and transport operators, cleaners and labourers",2
2016,others,"professionals, managers and executives",2.3
2016,others,"non-professionals, managers and executives",1.7
2017,manufacturing,"professionals, managers, executives and technicians",2
2017,manufacturing,"clerical, sales and services workers",1.7
2017,manufacturing,"production and transport operators, cleaners and labourers",1.7
2017,manufacturing,"professionals, managers and executives",2.1
2017,manufacturing,"non-professionals, managers and executives",1.8
2017,"food, beverages and tobacco","professionals, managers, executives and technicians",1.5
2017,"food, beverages and tobacco","clerical, sales and services workers",2.7
2017,"food, beverages and tobacco","production and transport operators, cleaners and labourers",1.7
2017,"food, beverages and tobacco","professionals, managers and executives",1.6
2017,"food, beverages and tobacco","non-professionals, managers and executives",2
2017,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",1.5
2017,"paper,rubber,plastic products and printing","clerical, sales and services workers",-
2017,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",1.6
2017,"paper,rubber,plastic products and printing","professionals, managers and executives",1.6
2017,"paper,rubber,plastic products and printing","non-professionals, managers and executives",1.6
2017,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",1.6
2017,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2017,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",1.2
2017,"petroleum, chemical and pharmaceutical products","professionals, managers and executives",1.5
2017,"petroleum, chemical and pharmaceutical products","non-professionals, managers and executives",1.5
2017,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",1.8
2017,"fabricated metal products, machinery and equipment","clerical, sales and services workers",0.9
2017,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.3
2017,"fabricated metal products, machinery and equipment","professionals, managers and executives",1.8
2017,"fabricated metal products, machinery and equipment","non-professionals, managers and executives",1.4
2017,"electronic, computer and optical products","professionals, managers, executives and technicians",2.6
2017,"electronic, computer and optical products","clerical, sales and services workers",-
2017,"electronic, computer and optical products","production and transport operators, cleaners and labourers",4
2017,"electronic, computer and optical products","professionals, managers and executives",2.6
2017,"electronic, computer and optical products","non-professionals, managers and executives",3.5
2017,transport equipment,"professionals, managers, executives and technicians",1.9
2017,transport equipment,"clerical, sales and services workers",1.3
2017,transport equipment,"production and transport operators, cleaners and labourers",0.7
2017,transport equipment,"professionals, managers and executives",1.9
2017,transport equipment,"non-professionals, managers and executives",1.1
2017,other manufacturing industries,"professionals, managers, executives and technicians",1.8
2017,other manufacturing industries,"clerical, sales and services workers",-
2017,other manufacturing industries,"production and transport operators, cleaners and labourers",1.4
2017,other manufacturing industries,"professionals, managers and executives",2.1
2017,other manufacturing industries,"non-professionals, managers and executives",1.4
2017,construction,"professionals, managers, executives and technicians",1.1
2017,construction,"clerical, sales and services workers",0.8
2017,construction,"production and transport operators, cleaners and labourers",0.4
2017,construction,"professionals, managers and executives",1
2017,construction,"non-professionals, managers and executives",0.6
2017,services,"professionals, managers, executives and technicians",2.8
2017,services,"clerical, sales and services workers",3.2
2017,services,"production and transport operators, cleaners and labourers",2.6
2017,services,"professionals, managers and executives",3
2017,services,"non-professionals, managers and executives",2.8
2017,wholesale and retail trade,"professionals, managers, executives and technicians",2.4
2017,wholesale and retail trade,"clerical, sales and services workers",2.8
2017,wholesale and retail trade,"production and transport operators, cleaners and labourers",1.9
2017,wholesale and retail trade,"professionals, managers and executives",2.3
2017,wholesale and retail trade,"non-professionals, managers and executives",2.5
2017,wholesale trade,"professionals, managers, executives and technicians",2.2
2017,wholesale trade,"clerical, sales and services workers",1.7
2017,wholesale trade,"production and transport operators, cleaners and labourers",1.5
2017,wholesale trade,"professionals, managers and executives",2.3
2017,wholesale trade,"non-professionals, managers and executives",1.8
2017,retail trade,"professionals, managers, executives and technicians",3.1
2017,retail trade,"clerical, sales and services workers",3.7
2017,retail trade,"production and transport operators, cleaners and labourers",3.7
2017,retail trade,"professionals, managers and executives",2.4
2017,retail trade,"non-professionals, managers and executives",3.7
2017,transportation and storage,"professionals, managers, executives and technicians",1.8
2017,transportation and storage,"clerical, sales and services workers",1.8
2017,transportation and storage,"production and transport operators, cleaners and labourers",2.7
2017,transportation and storage,"professionals, managers and executives",1.7
2017,transportation and storage,"non-professionals, managers and executives",2.3
2017,land transport and supporting services,"professionals, managers, executives and technicians",1.5
2017,land transport and supporting services,"clerical, sales and services workers",2.5
2017,land transport and supporting services,"production and transport operators, cleaners and labourers",1.7
2017,land transport and supporting services,"professionals, managers and executives",-
2017,land transport and supporting services,"non-professionals, managers and executives",1.8
2017,water transport and supporting services,"professionals, managers, executives and technicians",1.2
2017,water transport and supporting services,"clerical, sales and services workers",-
2017,water transport and supporting services,"production and transport operators, cleaners and labourers",1.8
2017,water transport and supporting services,"professionals, managers and executives",1.2
2017,water transport and supporting services,"non-professionals, managers and executives",1.5
2017,air transport and supporting services,"professionals, managers, executives and technicians",2.6
2017,air transport and supporting services,"clerical, sales and services workers",1.3
2017,air transport and supporting services,"production and transport operators, cleaners and labourers",4.3
2017,air transport and supporting services,"professionals, managers and executives",2.2
2017,air transport and supporting services,"non-professionals, managers and executives",1.9
2017,other transport and storage services,"professionals, managers, executives and technicians",2.1
2017,other transport and storage services,"clerical, sales and services workers",3
2017,other transport and storage services,"production and transport operators, cleaners and labourers",4.1
2017,other transport and storage services,"professionals, managers and executives",2.1
2017,other transport and storage services,"non-professionals, managers and executives",3.4
2017,accommodation and food services,"professionals, managers, executives and technicians",3
2017,accommodation and food services,"clerical, sales and services workers",4.2
2017,accommodation and food services,"production and transport operators, cleaners and labourers",5.2
2017,accommodation and food services,"professionals, managers and executives",2.7
2017,accommodation and food services,"non-professionals, managers and executives",4.3
2017,accommodation,"professionals, managers, executives and technicians",3.9
2017,accommodation,"clerical, sales and services workers",7.5
2017,accommodation,"production and transport operators, cleaners and labourers",8.2
2017,accommodation,"professionals, managers and executives",3.6
2017,accommodation,"non-professionals, managers and executives",6.9
2017,food and beverage services,"professionals, managers, executives and technicians",2.7
2017,food and beverage services,"clerical, sales and services workers",3.8
2017,food and beverage services,"production and transport operators, cleaners and labourers",4.1
2017,food and beverage services,"professionals, managers and executives",2.5
2017,food and beverage services,"non-professionals, managers and executives",3.7
2017,information and communications,"professionals, managers, executives and technicians",4.3
2017,information and communications,"clerical, sales and services workers",2.4
2017,information and communications,"production and transport operators, cleaners and labourers",-
2017,information and communications,"professionals, managers and executives",5.3
2017,information and communications,"non-professionals, managers and executives",2.5
2017,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",2.9
2017,"telecommunications, broadcasting and publishing","clerical, sales and services workers",2.1
2017,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2017,"telecommunications, broadcasting and publishing","professionals, managers and executives",3.5
2017,"telecommunications, broadcasting and publishing","non-professionals, managers and executives",2
2017,it and other information services,"professionals, managers, executives and technicians",5
2017,it and other information services,"clerical, sales and services workers",2.9
2017,it and other information services,"production and transport operators, cleaners and labourers",-
2017,it and other information services,"professionals, managers and executives",6.2
2017,it and other information services,"non-professionals, managers and executives",2.8
2017,financial and insurance services,"professionals, managers, executives and technicians",3.1
2017,financial and insurance services,"clerical, sales and services workers",2.9
2017,financial and insurance services,"production and transport operators, cleaners and labourers",-
2017,financial and insurance services,"professionals, managers and executives",3.5
2017,financial and insurance services,"non-professionals, managers and executives",2.6
2017,financial services,"professionals, managers, executives and technicians",3.2
2017,financial services,"clerical, sales and services workers",2.8
2017,financial services,"production and transport operators, cleaners and labourers",-
2017,financial services,"professionals, managers and executives",3.5
2017,financial services,"non-professionals, managers and executives",2.7
2017,insurance services,"professionals, managers, executives and technicians",2.9
2017,insurance services,"clerical, sales and services workers",3.1
2017,insurance services,"production and transport operators, cleaners and labourers",-
2017,insurance services,"professionals, managers and executives",3.7
2017,insurance services,"non-professionals, managers and executives",2.5
2017,real estate services,"professionals, managers, executives and technicians",2.1
2017,real estate services,"clerical, sales and services workers",2.4
2017,real estate services,"production and transport operators, cleaners and labourers",2.2
2017,real estate services,"professionals, managers and executives",2.5
2017,real estate services,"non-professionals, managers and executives",2.1
2017,professional services,"professionals, managers, executives and technicians",2.6
2017,professional services,"clerical, sales and services workers",1.9
2017,professional services,"production and transport operators, cleaners and labourers",0.8
2017,professional services,"professionals, managers and executives",2.8
2017,professional services,"non-professionals, managers and executives",1.8
2017,"legal, accounting and management services","professionals, managers, executives and technicians",2.8
2017,"legal, accounting and management services","clerical, sales and services workers",2.1
2017,"legal, accounting and management services","production and transport operators, cleaners and labourers",-
2017,"legal, accounting and management services","professionals, managers and executives",3.1
2017,"legal, accounting and management services","non-professionals, managers and executives",2.3
2017,architectural and engineering services,"professionals, managers, executives and technicians",2
2017,architectural and engineering services,"clerical, sales and services workers",-
2017,architectural and engineering services,"production and transport operators, cleaners and labourers",0.7
2017,architectural and engineering services,"professionals, managers and executives",1.8
2017,architectural and engineering services,"non-professionals, managers and executives",1.3
2017,other professional services,"professionals, managers, executives and technicians",2.6
2017,other professional services,"clerical, sales and services workers",-
2017,other professional services,"production and transport operators, cleaners and labourers",-
2017,other professional services,"professionals, managers and executives",3
2017,other professional services,"non-professionals, managers and executives",1.8
2017,administrative and support services,"professionals, managers, executives and technicians",3.2
2017,administrative and support services,"clerical, sales and services workers",4.1
2017,administrative and support services,"production and transport operators, cleaners and labourers",2.6
2017,administrative and support services,"professionals, managers and executives",3.6
2017,administrative and support services,"non-professionals, managers and executives",3.2
2017,security and investigation,"professionals, managers, executives and technicians",3.6
2017,security and investigation,"clerical, sales and services workers",4.8
2017,security and investigation,"production and transport operators, cleaners and labourers",-
2017,security and investigation,"professionals, managers and executives",4
2017,security and investigation,"non-professionals, managers and executives",4.6
2017,cleaning and landscaping,"professionals, managers, executives and technicians",-
2017,cleaning and landscaping,"clerical, sales and services workers",2.2
2017,cleaning and landscaping,"production and transport operators, cleaners and labourers",2.8
2017,cleaning and landscaping,"professionals, managers and executives",-
2017,cleaning and landscaping,"non-professionals, managers and executives",2.7
2017,other administrative and support services,"professionals, managers, executives and technicians",3.5
2017,other administrative and support services,"clerical, sales and services workers",2.1
2017,other administrative and support services,"production and transport operators, cleaners and labourers",2.2
2017,other administrative and support services,"professionals, managers and executives",4
2017,other administrative and support services,"non-professionals, managers and executives",2.4
2017,"community, social and personal services","professionals, managers, executives and technicians",2.8
2017,"community, social and personal services","clerical, sales and services workers",3
2017,"community, social and personal services","production and transport operators, cleaners and labourers",2.4
2017,"community, social and personal services","professionals, managers and executives",2.7
2017,"community, social and personal services","non-professionals, managers and executives",2.9
2017,public administration and education,"professionals, managers, executives and technicians",2.8
2017,public administration and education,"clerical, sales and services workers",2.3
2017,public administration and education,"production and transport operators, cleaners and labourers",2
2017,public administration and education,"professionals, managers and executives",2.9
2017,public administration and education,"non-professionals, managers and executives",2.5
2017,health and social services,"professionals, managers, executives and technicians",2.5
2017,health and social services,"clerical, sales and services workers",3
2017,health and social services,"production and transport operators, cleaners and labourers",2.8
2017,health and social services,"professionals, managers and executives",2.4
2017,health and social services,"non-professionals, managers and executives",2.9
2017,"arts, entertainment and recreation","professionals, managers, executives and technicians",4.4
2017,"arts, entertainment and recreation","clerical, sales and services workers",3.2
2017,"arts, entertainment and recreation","production and transport operators, cleaners and labourers",3.2
2017,"arts, entertainment and recreation","professionals, managers and executives",3
2017,"arts, entertainment and recreation","non-professionals, managers and executives",3.8
2017,"other community, social and personal services","professionals, managers, executives and technicians",2.4
2017,"other community, social and personal services","clerical, sales and services workers",3.3
2017,"other community, social and personal services","production and transport operators, cleaners and labourers",1.7
2017,"other community, social and personal services","professionals, managers and executives",2.2
2017,"other community, social and personal services","non-professionals, managers and executives",2.7
2017,others,"professionals, managers, executives and technicians",1.3
2017,others,"clerical, sales and services workers",-
2017,others,"production and transport operators, cleaners and labourers",2.6
2017,others,"professionals, managers and executives",1.6
2017,others,"non-professionals, managers and executives",1.9
2018,manufacturing,"professionals, managers, executives and technicians",2.8
2018,manufacturing,"clerical, sales and services workers",2.1
2018,manufacturing,"production and transport operators, cleaners and labourers",1.9
2018,manufacturing,"professionals, managers and executives",2.9
2018,manufacturing,"non-professionals, managers and executives",2.1
2018,"food, beverages and tobacco","professionals, managers, executives and technicians",2
2018,"food, beverages and tobacco","clerical, sales and services workers",2.7
2018,"food, beverages and tobacco","production and transport operators, cleaners and labourers",1.9
2018,"food, beverages and tobacco","professionals, managers and executives",1.6
2018,"food, beverages and tobacco","non-professionals, managers and executives",2.2
2018,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",2.2
2018,"paper,rubber,plastic products and printing","clerical, sales and services workers",-
2018,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",1.9
2018,"paper,rubber,plastic products and printing","professionals, managers and executives",2.3
2018,"paper,rubber,plastic products and printing","non-professionals, managers and executives",1.9
2018,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",2.7
2018,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2018,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",1.4
2018,"petroleum, chemical and pharmaceutical products","professionals, managers and executives",2.1
2018,"petroleum, chemical and pharmaceutical products","non-professionals, managers and executives",2.5
2018,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",2.4
2018,"fabricated metal products, machinery and equipment","clerical, sales and services workers",1.8
2018,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.6
2018,"fabricated metal products, machinery and equipment","professionals, managers and executives",2.2
2018,"fabricated metal products, machinery and equipment","non-professionals, managers and executives",1.9
2018,"electronic, computer and optical products","professionals, managers, executives and technicians",3.5
2018,"electronic, computer and optical products","clerical, sales and services workers",2.3
2018,"electronic, computer and optical products","production and transport operators, cleaners and labourers",2.1
2018,"electronic, computer and optical products","professionals, managers and executives",3.8
2018,"electronic, computer and optical products","non-professionals, managers and executives",2.3
2018,transport equipment,"professionals, managers, executives and technicians",2.7
2018,transport equipment,"clerical, sales and services workers",1.5
2018,transport equipment,"production and transport operators, cleaners and labourers",1.9
2018,transport equipment,"professionals, managers and executives",3
2018,transport equipment,"non-professionals, managers and executives",2.1
2018,other manufacturing industries,"professionals, managers, executives and technicians",2.7
2018,other manufacturing industries,"clerical, sales and services workers",2.1
2018,other manufacturing industries,"production and transport operators, cleaners and labourers",2
2018,other manufacturing industries,"professionals, managers and executives",2.6
2018,other manufacturing industries,"non-professionals, managers and executives",2.2
2018,construction,"professionals, managers, executives and technicians",1.3
2018,construction,"clerical, sales and services workers",1.1
2018,construction,"production and transport operators, cleaners and labourers",1
2018,construction,"professionals, managers and executives",1
2018,construction,"non-professionals, managers and executives",1.1
2018,services,"professionals, managers, executives and technicians",3.2
2018,services,"clerical, sales and services workers",3.4
2018,services,"production and transport operators, cleaners and labourers",2.8
2018,services,"professionals, managers and executives",3.3
2018,services,"non-professionals, managers and executives",3.1
2018,wholesale and retail trade,"professionals, managers, executives and technicians",2.5
2018,wholesale and retail trade,"clerical, sales and services workers",3.2
2018,wholesale and retail trade,"production and transport operators, cleaners and labourers",2
2018,wholesale and retail trade,"professionals, managers and executives",2.3
2018,wholesale and retail trade,"non-professionals, managers and executives",2.8
2018,wholesale trade,"professionals, managers, executives and technicians",2.4
2018,wholesale trade,"clerical, sales and services workers",2.4
2018,wholesale trade,"production and transport operators, cleaners and labourers",1.4
2018,wholesale trade,"professionals, managers and executives",2.4
2018,wholesale trade,"non-professionals, managers and executives",2.2
2018,retail trade,"professionals, managers, executives and technicians",2.7
2018,retail trade,"clerical, sales and services workers",3.9
2018,retail trade,"production and transport operators, cleaners and labourers",3.9
2018,retail trade,"professionals, managers and executives",1.8
2018,retail trade,"non-professionals, managers and executives",3.8
2018,transportation and storage,"professionals, managers, executives and technicians",2.1
2018,transportation and storage,"clerical, sales and services workers",2.4
2018,transportation and storage,"production and transport operators, cleaners and labourers",2.7
2018,transportation and storage,"professionals, managers and executives",2
2018,transportation and storage,"non-professionals, managers and executives",2.5
2018,land transport and supporting services,"professionals, managers, executives and technicians",1.6
2018,land transport and supporting services,"clerical, sales and services workers",2.9
2018,land transport and supporting services,"production and transport operators, cleaners and labourers",1.9
2018,land transport and supporting services,"professionals, managers and executives",2
2018,land transport and supporting services,"non-professionals, managers and executives",2
2018,water transport and supporting services,"professionals, managers, executives and technicians",1.6
2018,water transport and supporting services,"clerical, sales and services workers",1.3
2018,water transport and supporting services,"production and transport operators, cleaners and labourers",0.8
2018,water transport and supporting services,"professionals, managers and executives",1.6
2018,water transport and supporting services,"non-professionals, managers and executives",1.1
2018,air transport and supporting services,"professionals, managers, executives and technicians",3.3
2018,air transport and supporting services,"clerical, sales and services workers",2.2
2018,air transport and supporting services,"production and transport operators, cleaners and labourers",5.5
2018,air transport and supporting services,"professionals, managers and executives",2.7
2018,air transport and supporting services,"non-professionals, managers and executives",2.9
2018,other transport and storage services,"professionals, managers, executives and technicians",2.2
2018,other transport and storage services,"clerical, sales and services workers",3.1
2018,other transport and storage services,"production and transport operators, cleaners and labourers",4.2
2018,other transport and storage services,"professionals, managers and executives",2
2018,other transport and storage services,"non-professionals, managers and executives",3.5
2018,accommodation and food services,"professionals, managers, executives and technicians",3.5
2018,accommodation and food services,"clerical, sales and services workers",4.1
2018,accommodation and food services,"production and transport operators, cleaners and labourers",5.2
2018,accommodation and food services,"professionals, managers and executives",2.9
2018,accommodation and food services,"non-professionals, managers and executives",4.3
2018,accommodation,"professionals, managers, executives and technicians",5.3
2018,accommodation,"clerical, sales and services workers",8.9
2018,accommodation,"production and transport operators, cleaners and labourers",10.1
2018,accommodation,"professionals, managers and executives",4.1
2018,accommodation,"non-professionals, managers and executives",8.5
2018,food and beverage services,"professionals, managers, executives and technicians",2.7
2018,food and beverage services,"clerical, sales and services workers",3.4
2018,food and beverage services,"production and transport operators, cleaners and labourers",3.8
2018,food and beverage services,"professionals, managers and executives",2.5
2018,food and beverage services,"non-professionals, managers and executives",3.4
2018,information and communications,"professionals, managers, executives and technicians",5
2018,information and communications,"clerical, sales and services workers",2.9
2018,information and communications,"production and transport operators, cleaners and labourers",-
2018,information and communications,"professionals, managers and executives",5.7
2018,information and communications,"non-professionals, managers and executives",3.8
2018,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",2.8
2018,"telecommunications, broadcasting and publishing","clerical, sales and services workers",2.7
2018,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2018,"telecommunications, broadcasting and publishing","professionals, managers and executives",2.8
2018,"telecommunications, broadcasting and publishing","non-professionals, managers and executives",2.7
2018,it and other information services,"professionals, managers, executives and technicians",6.1
2018,it and other information services,"clerical, sales and services workers",3.2
2018,it and other information services,"production and transport operators, cleaners and labourers",-
2018,it and other information services,"professionals, managers and executives",6.9
2018,it and other information services,"non-professionals, managers and executives",4.5
2018,financial and insurance services,"professionals, managers, executives and technicians",3.6
2018,financial and insurance services,"clerical, sales and services workers",2.6
2018,financial and insurance services,"production and transport operators, cleaners and labourers",-
2018,financial and insurance services,"professionals, managers and executives",4
2018,financial and insurance services,"non-professionals, managers and executives",2.9
2018,financial services,"professionals, managers, executives and technicians",3.6
2018,financial services,"clerical, sales and services workers",2
2018,financial services,"production and transport operators, cleaners and labourers",-
2018,financial services,"professionals, managers and executives",4
2018,financial services,"non-professionals, managers and executives",2.8
2018,insurance services,"professionals, managers, executives and technicians",3.4
2018,insurance services,"clerical, sales and services workers",3.9
2018,insurance services,"production and transport operators, cleaners and labourers",-
2018,insurance services,"professionals, managers and executives",4.2
2018,insurance services,"non-professionals, managers and executives",3
2018,real estate services,"professionals, managers, executives and technicians",2.6
2018,real estate services,"clerical, sales and services workers",2
2018,real estate services,"production and transport operators, cleaners and labourers",2.1
2018,real estate services,"professionals, managers and executives",3.1
2018,real estate services,"non-professionals, managers and executives",2.1
2018,professional services,"professionals, managers, executives and technicians",3.2
2018,professional services,"clerical, sales and services workers",2.7
2018,professional services,"production and transport operators, cleaners and labourers",2
2018,professional services,"professionals, managers and executives",3.3
2018,professional services,"non-professionals, managers and executives",2.8
2018,"legal, accounting and management services","professionals, managers, executives and technicians",3.6
2018,"legal, accounting and management services","clerical, sales and services workers",2.7
2018,"legal, accounting and management services","production and transport operators, cleaners and labourers",2.8
2018,"legal, accounting and management services","professionals, managers and executives",3.6
2018,"legal, accounting and management services","non-professionals, managers and executives",3.2
2018,architectural and engineering services,"professionals, managers, executives and technicians",2.6
2018,architectural and engineering services,"clerical, sales and services workers",-
2018,architectural and engineering services,"production and transport operators, cleaners and labourers",1.9
2018,architectural and engineering services,"professionals, managers and executives",2.5
2018,architectural and engineering services,"non-professionals, managers and executives",2.2
2018,other professional services,"professionals, managers, executives and technicians",3.2
2018,other professional services,"clerical, sales and services workers",4.9
2018,other professional services,"production and transport operators, cleaners and labourers",-
2018,other professional services,"professionals, managers and executives",3.2
2018,other professional services,"non-professionals, managers and executives",3.4
2018,administrative and support services,"professionals, managers, executives and technicians",3
2018,administrative and support services,"clerical, sales and services workers",4.3
2018,administrative and support services,"production and transport operators, cleaners and labourers",3
2018,administrative and support services,"professionals, managers and executives",3.5
2018,administrative and support services,"non-professionals, managers and executives",3.4
2018,security and investigation,"professionals, managers, executives and technicians",2.4
2018,security and investigation,"clerical, sales and services workers",5.6
2018,security and investigation,"production and transport operators, cleaners and labourers",8.1
2018,security and investigation,"professionals, managers and executives",-
2018,security and investigation,"non-professionals, managers and executives",5.7
2018,cleaning and landscaping,"professionals, managers, executives and technicians",1.3
2018,cleaning and landscaping,"clerical, sales and services workers",1.2
2018,cleaning and landscaping,"production and transport operators, cleaners and labourers",3
2018,cleaning and landscaping,"professionals, managers and executives",-
2018,cleaning and landscaping,"non-professionals, managers and executives",2.8
2018,other administrative and support services,"professionals, managers, executives and technicians",3.4
2018,other administrative and support services,"clerical, sales and services workers",2.4
2018,other administrative and support services,"production and transport operators, cleaners and labourers",2.3
2018,other administrative and support services,"professionals, managers and executives",4.1
2018,other administrative and support services,"non-professionals, managers and executives",2.5
2018,"community, social and personal services","professionals, managers, executives and technicians",2.9
2018,"community, social and personal services","clerical, sales and services workers",3.2
2018,"community, social and personal services","production and transport operators, cleaners and labourers",2.4
